,Year,Month,Date,PMID,Journal,Author,Title
189,2021,7,19,34714248,J Med Internet Res,Sabrina F Loureiro,The Development of a Web-Based Tobacco Tracker Tool to Crowdsource Campus Environmental Reports for Smoke and Tobacco-Free College Policies: Mixed Methods Study.
190,2021,9,26,34713411,Psychon Bull Rev,Vael Gates,Memory transmission in small groups and large networks: An empirical study.
191,NA,NA,NA,34710081,PLoS Comput Biol,Jolene Ramsey,Crowdsourcing biocuration: The Community Assessment of Community Annotation with Ontologies (CACAO).
192,NA,NA,NA,34699281,Clin Linguist Phon,Katharina Lehner,Web-based assessment of communication-related parameters in dysarthria: development and implementation of the KommPaS web app.
193,2021,9,1,34675858,Front Psychol,Ángel J Gallego,"Editorial: Theoretical Syntax at the Crossroads: Big Data, Citizen Science and Crowdsourcing."
194,2021,9,12,34673528,J Med Internet Res,Casey Overby Taylor,Willingness to Share Wearable Device Data for Research Among Mechanical Turk Workers: Web-Based Survey Study.
195,2021,9,11,34671812,Nicotine Tob Res,Kim Pulvers,Tobacco Tracker: A New Tool to Support College Smoke and Tobacco Free Policies.
196,NA,NA,NA,34671698,ArXiv,Hannah K Wayment-Steele,Predictive models of RNA degradation through dual crowdsourcing.
197,NA,NA,NA,34665240,JAMA Netw Open,Daniel C Stokes,Association Between Crowdsourced Health Care Facility Ratings and Mortality in US Counties.
198,2021,8,25,34662869,Am J Trop Med Hyg,Emmanuela Oppong,A Global Crowdsourcing Open Call to Improve Research Mentorship in Low- and Middle-Income Countries: A Mixed Methods Analysis.
199,2021,9,28,34661974,Mol Syst Biol,Attila Gabor,Cell-to-cell and type-to-type heterogeneity of signaling networks: insights from the crowd.
200,2021,10,3,34661806,Qual Life Res,Manraj N Kaur,Transforming challenges into opportunities: conducting health preference research during the COVID-19 pandemic and beyond.
201,NA,NA,NA,34650333,Can Commun Dis Rep,Mireille Desroches,Representativeness of the FluWatchers Participatory Disease Surveillance Program 2015-2016 to 2018-2019: How do participants compare with the Canadian population?
202,2021,9,30,34648848,Exp Hematol,Grant A Challen,Simplified murine multipotent progenitor isolation scheme: Establishing a consensus approach for multipotent progenitor identification.
203,2021,8,30,34646220,Front Psychol,Agnieszka Rychwalska,Fitness for Purpose in Online Communities: Community Complexity Framework for Diagnosis and Design of Socio-Technical Systems.
204,2021,9,1,34646212,Front Psychol,Ruichao Qiang,The Relationship Between Social Class and Generalized Trust: The Mediating Role of Sense of Control.
205,2021,9,5,34645713,Proc Natl Acad Sci U S A,Kinneret Teodorescu,Frequency of enforcement is more important than the severity of punishment in reducing violation behaviors.
206,NA,NA,NA,34644156,Annu Rev Entomol,Mary M Gardiner,The Role of Community Science in Entomology.
207,2021,9,16,34636446,Proteins,Binquan Luan,Crystal-structures-guided design of fragment-based drugs for inhibiting the main protease of SARS-CoV-2.
208,NA,NA,NA,34633425,JAMA Netw Open,Yao Yan,A Continuously Benchmarked and Crowdsourced Challenge for Rapid Development and Evaluation of Models to Predict COVID-19 Diagnosis and Hospitalization.
209,NA,NA,NA,34630758,Procedia Comput Sci,Roma Strulak-Wójcikiewicz,The concept of an e-platform cooperation model in the field of 3D printing during the COVID-19 pandemic.
210,2021,9,28,34626123,New Phytol,Daniel S Park,Phenological displacement is uncommon among sympatric angiosperms.
211,NA,NA,NA,34623904,Annu Rev Entomol,Chris Simon,Advances in the Evolution and Ecology of 13- and 17-Year Periodical Cicadas.
212,2021,9,16,34615866,Nat Commun,Chengxin Dai,A proteomics sample metadata representation for multiomics integration and big data analysis.
213,2021,10,4,34614227,Clin Exp Dermatol,D X Zheng,Online crowdfunding for medical expenses related to hidradenitis suppurativa.
214,NA,NA,NA,34612847,Crit Care Med,Kusum Menon,Criteria for Pediatric Sepsis-A Systematic Review and Meta-Analysis by the Pediatric Sepsis Definition Taskforce.
215,2021,8,15,34608343,J Acad Mark Sci,Claire I Tsai,Salient knowledge that others are also evaluating reduces judgment extremity.
216,2021,9,9,34607924,Neurology,Hugo Vrenken,Opportunities for Understanding MS Mechanisms and Progression With MRI Using Large-Scale Data Sharing and Artificial Intelligence.
217,2021,8,15,34604526,PeerJ Comput Sci,Wei Ma,Mobile augmented reality based indoor map for improving geo-visualization.
218,2021,7,30,34596576,JMIR Res Protoc,David Zorko,Pediatric Chronic Critical Illness: Protocol for a Scoping Review.
219,2021,9,10,34587206,PLoS One,Alex Hopke,Crowdsourced analysis of fungal growth and branching on microfluidic platforms.
220,2021,9,1,34574591,Int J Environ Res Public Health,Hossein Vahidi,Digital Citizen Science for Responding to COVID-19 Crisis: Experiences from Iran.
221,2021,9,15,34562036,Int J Eat Disord,C Blair Burnette,Concerns and recommendations for using Amazon MTurk for eating disorder research.
222,2021,7,12,34545278,Pers Ubiquitous Comput,Kevin Roitero,Can the crowd judge truthfulness? A longitudinal study on recent misinformation about COVID-19.
223,2021,9,7,34535893,Biometrics,Adam Kapelner,A matching procedure for sequential experiments that iteratively learns which covariates improve power.
224,2021,8,31,34530219,Soc Sci Med,Tasha Straszewski,From writing tasks to a public service announcement: Experimentally assessing savoring as a means of increasing help-seeking for depression.
225,2021,8,27,34520542,Nucleic Acids Res,Hannah K Wayment-Steele,Theoretical basis for stabilizing messenger RNA through secondary structure design.
226,NA,NA,NA,34520528,Aesthet Surg J,Christine A Hamori,Commentary on: Defining Ideal External Female Genital Anatomy via Crowdsourcing Analysis.
227,NA,NA,NA,34518421,J Nurs Meas,Connie R Kartoz,Measuring Anticipated Loss of Aging Parents: Development of the Parent Anticipatory Loss Scale.
228,2021,8,28,34502771,Sensors (Basel),Matthias Hirth,Performance Evaluation of Hybrid Crowdsensing and Fixed Sensor Systems for Event Detection in Urban Environments.
229,2021,9,4,34499972,Prev Med,Elizabeth C Saunders,Comparing the feasibility of four web-based recruitment strategies to evaluate the treatment preferences of rural and urban adults who misuse non-prescribed opioids.
230,2021,6,17,34497551,Front Psychol,Gloria Bernabe-Valero,The Moderation Effects of Comparative Thinking Between Gratitude and Negative Affect During the COVID-19 Outbreak.
231,2021,8,8,34493905,Wirel Pers Commun,Zhi-Jiang Liu,COVID-19 crisis impact on the stability between parties in crowdfunding and crowdsourcing.
232,2021,8,20,34488673,BMC Infect Dis,Eneyi E Kpokiri,Crowdsourcing to develop open-access learning resources on antimicrobial resistance.
233,2021,8,26,34481057,J Biomed Inform,Krist Shingjergji,"Relation extraction from DailyMed structured product labels by optimally combining crowd, experts and machines."
234,2021,9,1,34480802,Allergy,Takenori Inomata,Symptom-based stratification for hay fever: A crowdsourced study using the smartphone application AllerSearch.
235,2021,8,13,34471393,Risk Manag Healthc Policy,Anat Gesser-Edelsburg,"How to Make Health and Risk Communication on Social Media More ""Social"" During COVID-19."
236,NA,NA,NA,34470275,J Acoust Soc Am,Martin Cooke,How reliable are online speech intelligibility studies with known listener cohorts?
237,2021,8,19,34469783,Addict Behav,L Vedelago,"Getting high to cope with COVID-19: Modelling the associations between cannabis demand, coping motives, and cannabis use and problems."
238,2021,7,8,34467997,Neurosurgery,Jacob Ruzevick,Commentary: A Crowdsourced Consensus on Supratotal Resection Versus Gross Total Resection for Anatomically Distinct Primary Glioblastoma.
239,NA,NA,NA,34465624,Proc Natl Acad Sci U S A,Yutong Liang,Wildfire smoke impacts on indoor air quality assessed using crowdsourced data in California.
240,NA,NA,NA,34465173,Annu Rev Biomed Data Sci,Angela Oliveira Pisco,Single-Cell Analysis for Whole-Organism Datasets.
241,NA,NA,NA,34454406,J Reconstr Microsurg,Deepa Bhat,Does Surgeon Training Affect Patient Perception of Surgeon Skill in DIEP Flap Breast Reconstruction?
242,2021,6,21,34448700,J Med Internet Res,Ned English,Image Processing for Public Health Surveillance of Tobacco Point-of-Sale Advertising: Machine Learning-Based Methodology.
243,NA,NA,NA,34446534,Hosp Pediatr,Nassr Nama,Treatment of UTIs in Infants <2 Months: A Living Systematic Review.
244,2021,7,24,34436264,Mar Drugs,Osama G Mohamed,"Identification of a New Antimicrobial, Desertomycin H, Utilizing a Modified Crowded Plate Technique."
245,2021,7,27,34429423,Sci Data,Yannan Shen,Monitoring non-pharmaceutical public health interventions during the COVID-19 pandemic.
246,2021,7,14,34419242,Br J Anaesth,The-Hung Nguyen,Crowdsourcing anaesthesia care. Comment on Br J Anaesth 2016; 117: 276-279.
247,NA,NA,NA,34414695,Vet Med Sci,Heather L Kopsco,An analysis of companion animal tick encounters as revealed by photograph-based crowdsourced data.
248,2021,7,14,34395535,Front Robot AI,Sanne van Waveren,Exploring Non-Expert Robot Programming Through Crowdsourcing.
249,2021,7,6,34387556,JMIR Form Res,Masae Manabe,Estimation of Psychological Distress in Japanese Youth Through Narrative Writing: Text-Based Stylometric and Sentiment Analyses.
250,NA,NA,NA,34380366,Ophthalmic Genet,Xiangrong Kong,Using crowdsourcing to understand patients attitudes toward a clinical trial for retinitis pigmentosa requiring 4 years of participation.
251,NA,NA,NA,34374739,Aesthet Surg J,Gianfranco Frojo,Defining Ideal External Female Genital Anatomy via Crowdsourcing Analysis.
252,2021,7,26,34372384,Sensors (Basel),Masoud Kamali,A Blockchain-Based Spatial Crowdsourcing System for Spatial Information Collection Using a Reward Distribution.
253,2021,7,19,34372243,Sensors (Basel),Fattoh Al-Qershi,A Time-Series-Based New Behavior Trace Model for Crowd Workers That Ensures Quality Annotation.
254,2021,7,14,34370726,PLoS Comput Biol,Jenny M Vo-Phamhi,Validation and tuning of in situ transcriptomics image processing workflows with crowdsourced annotations.
255,2021,7,9,34360073,Int J Environ Res Public Health,Judicaël Picaut,A Smartphone-Based Crowd-Sourced Database for Environmental Noise Assessment.
256,2021,7,1,34357539,Behav Res Methods,Jon Agley,"Quality control questions on Amazon's Mechanical Turk (MTurk): A randomized trial of impact on the USAUDIT, PHQ-9, and GAD-7."
257,2021,7,16,34351988,PLoS One,Chen-Hao Hsu,Examining the trade-offs between human fertility and longevity over three centuries using crowdsourced genealogy data.
258,2021,6,2,34349633,Front Aging Neurosci,Jennifer A Frontera,Prevalence and Predictors of Prolonged Cognitive and Psychological Symptoms Following COVID-19 in the United States.
259,2021,7,13,34341961,Behav Res Methods,Wilma A Bainbridge,A tutorial on capturing mental representations through drawing and crowd-sourced scoring.
260,NA,NA,NA,34340736,Am J Health Behav,Alex M Russell,Psychometric Properties of the AUDIT-C within an Amazon Mechanical Turk Sample.
261,2021,6,16,34320218,Neurosurgery,Adham M Khalafallah,A Crowdsourced Consensus on Supratotal Resection Versus Gross Total Resection for Anatomically Distinct Primary Glioblastoma.
262,NA,NA,NA,34319812,Big Data,Alaa Omran Almagrabi,A Reinforcement Learning-Based Framework for Crowdsourcing in Massive Health Care Internet of Things.
263,NA,NA,NA,34308429,Adv Knowl Discov Data Min (2021),Mani Sotoodeh,CrowdTeacher: Robust Co-teaching with Noisy Answers and Sample-Specific Perturbations for Tabular Data.
264,2021,7,9,34300580,Sensors (Basel),Roi Yozevitch,Save Our Roads from GNSS Jamming: A Crowdsource Framework for Threat Evaluation.
265,2021,6,29,34300376,Sensors (Basel),Mohammed Elhenawy,A Novel Crowdsourcing Model for Micro-Mobility Ride-Sharing Systems.
266,2021,7,16,34300164,Int J Environ Res Public Health,Han-Chiang Ho,The Influence of Signals on Donation Crowdfunding Campaign Success during COVID-19 Crisis.
267,NA,NA,NA,34293163,Transl Behav Med,Michael B Berg,Predictors of COVID-19 vaccine intentions in the United States: the role of psychosocial health constructs and demographic factors.
268,NA,NA,NA,34285825,Health Psychol Behav Med,Lisa Selma Moussaoui,Fear appeals to promote better health behaviors: an investigation of potential mediators.
269,2021,7,2,34284756,BMC Med Inform Decis Mak,Alison L Antes,"Exploring perceptions of healthcare technologies enabled by artificial intelligence: an online, scenario-based survey."
270,2021,7,2,34281835,Anticancer Res,Arpan V Prabhu,The Use of Crowdfunding to Support Radiation Therapy Cancer Treatments.
271,2021,7,7,34281723,Patient Educ Couns,Charee M Thompson,Using crowdsourced medicine to manage uncertainty on Reddit: The case of COVID-19 long-haulers.
272,NA,NA,NA,34270468,Ann Plast Surg,Adam Faletsky,Crowdfunding for Gender-Affirming Mastectomy: Balancing Fundraising With Loss of Privacy.
273,2021,6,11,34265518,J Environ Radioact,Meritxell Martell,Evaluation of citizen science contributions to radon research.
274,2021,5,13,34262841,Plast Reconstr Surg Glob Open,Kshipra Hemal,Consumer Awareness and Comfort with Resident-run Cosmetic Clinics: A Crowdsourcing Study.
275,2021,5,25,34248787,Front Psychol,Niels Chr Hansen,A Crowd-Sourced Database of Coronamusic: Documenting Online Making and Sharing of Music During the COVID-19 Pandemic.
276,2021,5,28,34246467,Fertil Steril,Jeremy D Lai,Unmet financial burden of infertility care and the impact of state insurance mandates in the United States: analysis from a popular crowdfunding platform.
277,2021,5,24,34245605,J Trauma Stress,Danielle M Morabito,Vulnerability to COVID-19-Related Disability: The Impact of Posttraumatic Stress Symptoms on Psychosocial Impairment During the Pandemic.
278,2021,6,19,34238247,BMC Med Res Methodol,Katie O'Hearn,"Evaluating the relationship between citation set size, team size and screening methods used in systematic reviews: a cross-sectional study."
279,NA,NA,NA,34232864,IEEE Trans Pattern Anal Mach Intell,Kilian Fatras,Wasserstein Adversarial Regularization for learning with label noise.
280,2021,6,7,34214758,J Commun Disord,Wolfram Ziegler,Crowdsourcing as a tool in the clinical assessment of intelligibility in dysarthria: How to deal with excessive variation.
